freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	cycle number	<Ewe>/V	<I>/mA	
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088251E-001	3.1591431E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088924E-001	3.1030139E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088280E-001	3.0616696E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088406E-001	3.0299811E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088823E-001	3.0039780E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088859E-001	2.9801978E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088638E-001	2.9596591E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088561E-001	2.9409781E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088680E-001	2.9238748E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088531E-001	2.9074939E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0088489E-001	2.8911191E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089496E-001	2.8757767E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089425E-001	2.8595810E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089562E-001	2.8392242E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089544E-001	2.8182755E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089872E-001	2.7983984E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089473E-001	2.7796799E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089389E-001	2.7628467E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089312E-001	2.7411575E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089192E-001	2.7184195E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089252E-001	2.7021588E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0089544E-001	2.6914420E+002
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	5.0090176E-001	2.6830774E+002
