freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	cycle number	<Ewe>/V	<I>/mA	
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932926E-001	3.5903075E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933302E-001	3.6597604E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932524E-001	3.7737495E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932502E-001	3.8328981E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933242E-001	3.9009506E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933145E-001	3.9490715E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933448E-001	4.0361398E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933758E-001	4.0902862E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933014E-001	4.1252908E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932664E-001	4.2042753E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932907E-001	4.1710243E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933628E-001	4.2150459E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933575E-001	4.2434683E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933098E-001	4.2674032E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933806E-001	4.3306267E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933835E-001	4.3580559E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934150E-001	4.3897694E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934299E-001	4.4331509E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933862E-001	4.4525981E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934357E-001	4.4726434E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933537E-001	4.5196155E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934467E-001	4.5354721E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933877E-001	4.5199144E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934287E-001	4.5540214E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2932736E-001	4.5848373E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2934408E-001	4.5722717E-001
0.0000000E+000	0.0000000E+000	0.0000000E+000	1.000000000000000E+000	1.2933227E-001	4.5796436E-001
